CustomerId,PostedOn
226743,2/1/2020 1:45
1189491,2/1/2020 1:51
357975,2/1/2020 1:56
1190231,2/1/2020 2:04
1050427,2/1/2020 2:05
1189209,2/1/2020 2:06
1189209,2/1/2020 2:06
1189209,2/1/2020 2:06
563126,2/1/2020 2:11
1191950,2/1/2020 2:20
1191950,2/1/2020 2:20
1191950,2/1/2020 2:20
687476,2/1/2020 2:23
1191958,2/1/2020 2:23
487938,2/1/2020 2:25
1191964,2/1/2020 2:39
1191964,2/1/2020 2:39
1178463,2/1/2020 2:40
114142,2/1/2020 2:48
956075,2/1/2020 2:53
766697,2/1/2020 2:54
809891,2/1/2020 2:58
766406,2/1/2020 3:16
956075,2/1/2020 3:20
956075,2/1/2020 3:22
77791,2/1/2020 3:23
77791,2/1/2020 3:27
1190766,2/1/2020 3:31
147305,2/1/2020 3:37
1110923,2/1/2020 3:41
1110923,2/1/2020 3:41
77791,2/1/2020 3:49
1191982,2/1/2020 3:55
147305,2/1/2020 4:01
147305,2/1/2020 4:01
1142981,2/1/2020 4:21
1191894,2/1/2020 4:29
1130483,2/1/2020 4:32
1191982,2/1/2020 4:38
443396,2/1/2020 4:55
396078,2/1/2020 4:55
396078,2/1/2020 4:55
396078,2/1/2020 4:55
396078,2/1/2020 4:55
1191990,2/1/2020 5:23
809891,2/1/2020 6:08
1034863,2/1/2020 6:28
1184531,2/1/2020 6:30
816086,2/1/2020 6:38
1123835,2/1/2020 6:43
985762,2/1/2020 6:51
985762,2/1/2020 6:51
846132,2/1/2020 6:58
1159295,2/1/2020 7:03
1159295,2/1/2020 7:03
1159295,2/1/2020 7:03
501811,2/1/2020 7:21
1165014,2/1/2020 7:22
1165014,2/1/2020 7:22
1191849,2/1/2020 7:24
1058410,2/1/2020 7:32
1058410,2/1/2020 7:32
1058410,2/1/2020 7:32
1138288,2/1/2020 7:33
1164184,2/1/2020 7:41
1186208,2/1/2020 7:50
1186208,2/1/2020 7:50
955382,2/1/2020 7:55
634286,2/1/2020 8:00
1166674,2/1/2020 8:16
1172145,2/1/2020 8:22
906482,2/1/2020 8:23
1166674,2/1/2020 8:25
1005672,2/1/2020 8:28
1051526,2/1/2020 8:31
1166674,2/1/2020 8:32
1186454,2/1/2020 8:32
1186454,2/1/2020 8:32
1166674,2/1/2020 8:36
1192042,2/1/2020 8:43
946893,2/1/2020 8:47
1177518,2/1/2020 8:47
1192029,2/1/2020 8:49
1192029,2/1/2020 8:49
1192029,2/1/2020 8:49
1192029,2/1/2020 8:49
1158859,2/1/2020 8:57
1177518,2/1/2020 9:03
1192046,2/1/2020 9:04
1192054,2/1/2020 9:05
1158859,2/1/2020 9:09
1192054,2/1/2020 9:12
1186750,2/1/2020 9:12
439736,2/1/2020 9:14
1192054,2/1/2020 9:14
1083280,2/1/2020 9:15
1177518,2/1/2020 9:22
835336,2/1/2020 9:25
1165487,2/1/2020 9:25
1165487,2/1/2020 9:25
604066,2/1/2020 9:28
604066,2/1/2020 9:28
604066,2/1/2020 9:28
1149904,2/1/2020 9:30
1118001,2/1/2020 9:34
1118001,2/1/2020 9:34
1118001,2/1/2020 9:34
414699,2/1/2020 9:34
1190883,2/1/2020 9:35
638460,2/1/2020 9:41
194015,2/1/2020 9:42
638460,2/1/2020 9:45
713621,2/1/2020 9:45
1064932,2/1/2020 9:46
1192078,2/1/2020 9:47
402939,2/1/2020 9:52
402939,2/1/2020 9:52
1141302,2/1/2020 9:57
683578,2/1/2020 10:01
1048766,2/1/2020 10:02
1095725,2/1/2020 10:09
841925,2/1/2020 10:09
1182515,2/1/2020 10:11
1192102,2/1/2020 10:12
1063619,2/1/2020 10:14
1187648,2/1/2020 10:15
1191985,2/1/2020 10:15
1191985,2/1/2020 10:15
1149087,2/1/2020 10:18
1149534,2/1/2020 10:19
764858,2/1/2020 10:20
1153841,2/1/2020 10:22
841925,2/1/2020 10:26
568281,2/1/2020 10:28
1080176,2/1/2020 10:29
1007028,2/1/2020 10:29
1153841,2/1/2020 10:29
832808,2/1/2020 10:31
1153841,2/1/2020 10:31
1180874,2/1/2020 10:32
1150313,2/1/2020 10:32
659033,2/1/2020 10:38
568281,2/1/2020 10:40
568281,2/1/2020 10:40
556833,2/1/2020 10:44
556833,2/1/2020 10:44
1190868,2/1/2020 10:44
1191991,2/1/2020 10:45
847295,2/1/2020 10:45
1189243,2/1/2020 10:45
1190954,2/1/2020 10:45
659033,2/1/2020 10:45
659033,2/1/2020 10:45
659033,2/1/2020 10:45
659033,2/1/2020 10:45
659033,2/1/2020 10:45
1192125,2/1/2020 10:45
1191991,2/1/2020 10:46
1190954,2/1/2020 10:47
1057783,2/1/2020 10:48
568281,2/1/2020 10:50
568281,2/1/2020 10:50
568281,2/1/2020 10:50
1092658,2/1/2020 10:50
1153708,2/1/2020 10:51
443729,2/1/2020 10:51
832808,2/1/2020 10:53
1152661,2/1/2020 10:56
565300,2/1/2020 10:57
1160191,2/1/2020 10:57
1182555,2/1/2020 10:57
1008496,2/1/2020 10:57
386007,2/1/2020 10:58
557410,2/1/2020 10:58
1092658,2/1/2020 10:59
1107608,2/1/2020 10:59
1178728,2/1/2020 11:00
1012971,2/1/2020 11:00
917380,2/1/2020 11:02
1191894,2/1/2020 11:03
181190,2/1/2020 11:05
1173095,2/1/2020 11:10
432086,2/1/2020 11:11
1192155,2/1/2020 11:12
1188463,2/1/2020 11:12
1191323,2/1/2020 11:15
1179459,2/1/2020 11:18
1192065,2/1/2020 11:19
1192065,2/1/2020 11:19
689576,2/1/2020 11:20
1191031,2/1/2020 11:20
1162757,2/1/2020 11:21
1163369,2/1/2020 11:21
1185133,2/1/2020 11:22
1058682,2/1/2020 11:28
482982,2/1/2020 11:28
1054418,2/1/2020 11:28
1161347,2/1/2020 11:30
1165920,2/1/2020 11:30
648817,2/1/2020 11:35
881071,2/1/2020 11:35
1027450,2/1/2020 11:36
1179570,2/1/2020 11:36
916386,2/1/2020 11:36
1190989,2/1/2020 11:37
1192179,2/1/2020 11:38
453481,2/1/2020 11:39
648817,2/1/2020 11:39
1191894,2/1/2020 11:41
1192136,2/1/2020 11:42
1177420,2/1/2020 11:42
845162,2/1/2020 11:42
845162,2/1/2020 11:42
1192188,2/1/2020 11:45
1133978,2/1/2020 11:47
1174899,2/1/2020 11:47
1192060,2/1/2020 11:48
777827,2/1/2020 11:49
1190904,2/1/2020 11:49
841521,2/1/2020 11:50
1187660,2/1/2020 11:51
1097717,2/1/2020 11:52
1183253,2/1/2020 11:53
1192170,2/1/2020 11:53
1181479,2/1/2020 11:53
1032695,2/1/2020 11:55
1032695,2/1/2020 11:55
1183253,2/1/2020 11:55
1191894,2/1/2020 11:55
605728,2/1/2020 11:57
356632,2/1/2020 11:58
1184364,2/1/2020 11:58
1192196,2/1/2020 11:59
544921,2/1/2020 12:00
544921,2/1/2020 12:00
544921,2/1/2020 12:00
284384,2/1/2020 12:02
813350,2/1/2020 12:02
777827,2/1/2020 12:02
289950,2/1/2020 12:03
489007,2/1/2020 12:04
1180808,2/1/2020 12:04
1180808,2/1/2020 12:04
1180808,2/1/2020 12:04
1116975,2/1/2020 12:04
1097717,2/1/2020 12:05
1192183,2/1/2020 12:07
1190498,2/1/2020 12:08
902524,2/1/2020 12:11
902524,2/1/2020 12:11
902524,2/1/2020 12:11
902524,2/1/2020 12:11
902524,2/1/2020 12:11
1192137,2/1/2020 12:12
777827,2/1/2020 12:12
460085,2/1/2020 12:16
845254,2/1/2020 12:17
1058682,2/1/2020 12:17
896422,2/1/2020 12:18
949408,2/1/2020 12:19
949408,2/1/2020 12:19
813035,2/1/2020 12:21
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
978044,2/1/2020 12:22
359253,2/1/2020 12:24
1192213,2/1/2020 12:27
1189449,2/1/2020 12:29
869617,2/1/2020 12:30
1068830,2/1/2020 12:31
1151742,2/1/2020 12:33
573714,2/1/2020 12:34
220155,2/1/2020 12:35
1173952,2/1/2020 12:36
434642,2/1/2020 12:36
1189449,2/1/2020 12:36
499637,2/1/2020 12:36
1057025,2/1/2020 12:36
1057025,2/1/2020 12:36
1057025,2/1/2020 12:36
244254,2/1/2020 12:38
1159683,2/1/2020 12:38
1159683,2/1/2020 12:38
1192241,2/1/2020 12:40
777827,2/1/2020 12:41
1152681,2/1/2020 12:41
1096830,2/1/2020 12:42
1192250,2/1/2020 12:43
605836,2/1/2020 12:43
1153359,2/1/2020 12:43
675618,2/1/2020 12:45
1190733,2/1/2020 12:45
957998,2/1/2020 12:47
957998,2/1/2020 12:47
957998,2/1/2020 12:47
1192227,2/1/2020 12:47
1192227,2/1/2020 12:47
986647,2/1/2020 12:47
1169659,2/1/2020 12:47
1189178,2/1/2020 12:48
1010999,2/1/2020 12:49
1192255,2/1/2020 12:51
506378,2/1/2020 12:52
1192245,2/1/2020 12:52
1192245,2/1/2020 12:52
1191739,2/1/2020 12:53
758287,2/1/2020 12:53
523843,2/1/2020 12:53
721285,2/1/2020 12:53
856080,2/1/2020 12:54
1149904,2/1/2020 12:54
1192099,2/1/2020 12:56
1097074,2/1/2020 12:58
785109,2/1/2020 12:58
1150059,2/1/2020 12:59
1187973,2/1/2020 12:59
569631,2/1/2020 13:00
1107991,2/1/2020 13:00
1191262,2/1/2020 13:01
577590,2/1/2020 13:04
1144118,2/1/2020 13:05
1190997,2/1/2020 13:05
1005820,2/1/2020 13:06
1192269,2/1/2020 13:06
1157094,2/1/2020 13:08
1192269,2/1/2020 13:09
1064932,2/1/2020 13:10
1191802,2/1/2020 13:12
1190633,2/1/2020 13:13
1179173,2/1/2020 13:15
1176354,2/1/2020 13:16
834872,2/1/2020 13:16
969227,2/1/2020 13:17
804635,2/1/2020 13:17
1188718,2/1/2020 13:19
616239,2/1/2020 13:19
1192154,2/1/2020 13:20
1192154,2/1/2020 13:20
317889,2/1/2020 13:20
906219,2/1/2020 13:21
1168933,2/1/2020 13:21
1192282,2/1/2020 13:23
816973,2/1/2020 13:23
1027114,2/1/2020 13:23
1185836,2/1/2020 13:23
1176354,2/1/2020 13:24
1176354,2/1/2020 13:24
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
978138,2/1/2020 13:25
1189960,2/1/2020 13:25
1191651,2/1/2020 13:26
1076786,2/1/2020 13:26
887595,2/1/2020 13:27
1182677,2/1/2020 13:28
1184808,2/1/2020 13:29
262156,2/1/2020 13:30
285185,2/1/2020 13:31
974920,2/1/2020 13:34
1191019,2/1/2020 13:34
1192177,2/1/2020 13:35
129690,2/1/2020 13:36
51660,2/1/2020 13:37
1105561,2/1/2020 13:39
1192161,2/1/2020 13:39
1123515,2/1/2020 13:39
888885,2/1/2020 13:41
888885,2/1/2020 13:41
888885,2/1/2020 13:41
888885,2/1/2020 13:41
888885,2/1/2020 13:41
888885,2/1/2020 13:41
888885,2/1/2020 13:41
1187888,2/1/2020 13:41
1191990,2/1/2020 13:42
972840,2/1/2020 13:47
1187867,2/1/2020 13:48
1175789,2/1/2020 13:48
1144352,2/1/2020 13:49
1095725,2/1/2020 13:49
454476,2/1/2020 13:50
1191015,2/1/2020 13:51
970339,2/1/2020 13:51
399327,2/1/2020 13:53
184355,2/1/2020 13:53
932644,2/1/2020 13:54
1192339,2/1/2020 13:56
1187867,2/1/2020 13:58
1149006,2/1/2020 13:58
654349,2/1/2020 13:58
654349,2/1/2020 13:58
259933,2/1/2020 14:04
1095121,2/1/2020 14:06
405806,2/1/2020 14:08
378833,2/1/2020 14:08
1192338,2/1/2020 14:09
285237,2/1/2020 14:09
1063168,2/1/2020 14:10
1184659,2/1/2020 14:12
1189491,2/1/2020 14:13
962470,2/1/2020 14:16
163416,2/1/2020 14:16
642385,2/1/2020 14:17
1165720,2/1/2020 14:17
643666,2/1/2020 14:18
1192361,2/1/2020 14:20
1181636,2/1/2020 14:20
1190620,2/1/2020 14:21
776556,2/1/2020 14:21
776556,2/1/2020 14:21
1192363,2/1/2020 14:22
1039862,2/1/2020 14:24
1187572,2/1/2020 14:25
1192346,2/1/2020 14:25
1005904,2/1/2020 14:26
1114999,2/1/2020 14:30
1153108,2/1/2020 14:31
1153108,2/1/2020 14:31
1153108,2/1/2020 14:31
1145545,2/1/2020 14:32
1179291,2/1/2020 14:32
1010390,2/1/2020 14:32
115062,2/1/2020 14:33
1187572,2/1/2020 14:33
1174155,2/1/2020 14:34
624573,2/1/2020 14:34
1192329,2/1/2020 14:35
1192379,2/1/2020 14:35
836869,2/1/2020 14:38
607356,2/1/2020 14:39
1010390,2/1/2020 14:42
1182773,2/1/2020 14:44
1192389,2/1/2020 14:44
1192390,2/1/2020 14:47
375243,2/1/2020 14:48
1183643,2/1/2020 14:48
1183643,2/1/2020 14:48
392554,2/1/2020 14:48
1005856,2/1/2020 14:48
1005856,2/1/2020 14:48
1005856,2/1/2020 14:48
1005856,2/1/2020 14:48
1005856,2/1/2020 14:48
464778,2/1/2020 14:52
976057,2/1/2020 14:53
976057,2/1/2020 14:53
1183253,2/1/2020 14:55
572455,2/1/2020 14:55
113737,2/1/2020 14:55
1192410,2/1/2020 14:59
1192410,2/1/2020 14:59
1192410,2/1/2020 14:59
1192410,2/1/2020 14:59
1192410,2/1/2020 14:59
1192410,2/1/2020 14:59
1192410,2/1/2020 14:59
1032526,2/1/2020 15:02
1189960,2/1/2020 15:03
765741,2/1/2020 15:03
1152216,2/1/2020 15:04
1152216,2/1/2020 15:04
1152216,2/1/2020 15:04
1192414,2/1/2020 15:04
1192416,2/1/2020 15:04
24664,2/1/2020 15:04
113737,2/1/2020 15:05
1059326,2/1/2020 15:06
1059326,2/1/2020 15:06
1020077,2/1/2020 15:07
24664,2/1/2020 15:07
684947,2/1/2020 15:07
816004,2/1/2020 15:08
1182942,2/1/2020 15:08
880688,2/1/2020 15:08
113737,2/1/2020 15:09
945162,2/1/2020 15:10
1171675,2/1/2020 15:13
1171675,2/1/2020 15:13
1189292,2/1/2020 15:13
422512,2/1/2020 15:14
725487,2/1/2020 15:15
1172257,2/1/2020 15:16
1172257,2/1/2020 15:16
1172257,2/1/2020 15:16
1172257,2/1/2020 15:16
1172257,2/1/2020 15:16
1172257,2/1/2020 15:16
1172257,2/1/2020 15:16
1172257,2/1/2020 15:16
1172257,2/1/2020 15:16
1172257,2/1/2020 15:16
1192091,2/1/2020 15:17
1192406,2/1/2020 15:18
1192406,2/1/2020 15:18
1192168,2/1/2020 15:18
444529,2/1/2020 15:19
444529,2/1/2020 15:19
1079250,2/1/2020 15:21
1079250,2/1/2020 15:21
1079250,2/1/2020 15:21
572455,2/1/2020 15:22
24664,2/1/2020 15:24
1186451,2/1/2020 15:24
1186451,2/1/2020 15:24
1010390,2/1/2020 15:25
272182,2/1/2020 15:28
272182,2/1/2020 15:28
272182,2/1/2020 15:28
1116887,2/1/2020 15:31
1192386,2/1/2020 15:31
1192386,2/1/2020 15:31
766359,2/1/2020 15:32
835796,2/1/2020 15:32
688507,2/1/2020 15:34
463704,2/1/2020 15:34
1192406,2/1/2020 15:37
1192406,2/1/2020 15:37
388668,2/1/2020 15:37
277885,2/1/2020 15:40
1176721,2/1/2020 15:40
86695,2/1/2020 15:42
1159103,2/1/2020 15:42
1154368,2/1/2020 15:43
1192454,2/1/2020 15:43
1154368,2/1/2020 15:44
1185453,2/1/2020 15:47
524524,2/1/2020 15:48
524524,2/1/2020 15:48
524524,2/1/2020 15:48
524524,2/1/2020 15:48
524524,2/1/2020 15:48
524524,2/1/2020 15:48
524524,2/1/2020 15:48
524524,2/1/2020 15:48
524524,2/1/2020 15:48
524524,2/1/2020 15:48
1191082,2/1/2020 15:50
834496,2/1/2020 15:51
1030502,2/1/2020 15:52
1107686,2/1/2020 15:55
1191082,2/1/2020 15:56
1040049,2/1/2020 15:57
777827,2/1/2020 15:58
1152435,2/1/2020 15:59
1189312,2/1/2020 16:01
1189312,2/1/2020 16:01
963379,2/1/2020 16:01
388668,2/1/2020 16:01
388668,2/1/2020 16:01
388668,2/1/2020 16:01
388668,2/1/2020 16:01
388668,2/1/2020 16:01
388668,2/1/2020 16:01
388668,2/1/2020 16:01
1190620,2/1/2020 16:02
694277,2/1/2020 16:03
1191175,2/1/2020 16:03
1155049,2/1/2020 16:04
643945,2/1/2020 16:05
1185453,2/1/2020 16:14
1185453,2/1/2020 16:14
956217,2/1/2020 16:18
707694,2/1/2020 16:19
830596,2/1/2020 16:21
443533,2/1/2020 16:21
816702,2/1/2020 16:22
113737,2/1/2020 16:26
1163560,2/1/2020 16:29
1163560,2/1/2020 16:29
1163560,2/1/2020 16:29
1163560,2/1/2020 16:29
1163560,2/1/2020 16:29
729796,2/1/2020 16:29
1191565,2/1/2020 16:29
956309,2/1/2020 16:31
873026,2/1/2020 16:31
729796,2/1/2020 16:31
1170498,2/1/2020 16:32
1192490,2/1/2020 16:32
536259,2/1/2020 16:32
800362,2/1/2020 16:33
873026,2/1/2020 16:33
1090447,2/1/2020 16:35
1090447,2/1/2020 16:35
1090447,2/1/2020 16:35
1039952,2/1/2020 16:37
1190841,2/1/2020 16:38
873026,2/1/2020 16:39
776538,2/1/2020 16:41
244254,2/1/2020 16:41
579391,2/1/2020 16:47
512204,2/1/2020 16:47
1192432,2/1/2020 16:50
1192432,2/1/2020 16:50
244254,2/1/2020 16:50
1191174,2/1/2020 16:51
825100,2/1/2020 16:51
244254,2/1/2020 16:52
1192499,2/1/2020 16:53
1192505,2/1/2020 16:57
450049,2/1/2020 16:57
1191513,2/1/2020 16:59
1190373,2/1/2020 16:59
1037820,2/1/2020 17:00
1014805,2/1/2020 17:00
1135738,2/1/2020 17:02
1164164,2/1/2020 17:03
1192145,2/1/2020 17:03
1113184,2/1/2020 17:05
1184286,2/1/2020 17:05
1171654,2/1/2020 17:08
1187648,2/1/2020 17:09
154757,2/1/2020 17:10
154757,2/1/2020 17:10
154757,2/1/2020 17:10
154757,2/1/2020 17:10
154757,2/1/2020 17:10
1192514,2/1/2020 17:10
1192048,2/1/2020 17:13
992089,2/1/2020 17:15
1150059,2/1/2020 17:16
567391,2/1/2020 17:16
1192515,2/1/2020 17:16
1192515,2/1/2020 17:16
561703,2/1/2020 17:17
1192048,2/1/2020 17:22
1172566,2/1/2020 17:22
1165265,2/1/2020 17:22
1145841,2/1/2020 17:23
1145841,2/1/2020 17:23
1190814,2/1/2020 17:25
1190814,2/1/2020 17:25
1092177,2/1/2020 17:27
1192526,2/1/2020 17:30
1192526,2/1/2020 17:30
829482,2/1/2020 17:31
1184286,2/1/2020 17:31
956446,2/1/2020 17:32
956446,2/1/2020 17:32
956446,2/1/2020 17:32
1192515,2/1/2020 17:34
1192515,2/1/2020 17:34
1192515,2/1/2020 17:34
1192515,2/1/2020 17:34
1192515,2/1/2020 17:34
1192515,2/1/2020 17:34
1192515,2/1/2020 17:34
882408,2/1/2020 17:34
1187363,2/1/2020 17:35
283898,2/1/2020 17:36
1191495,2/1/2020 17:36
259933,2/1/2020 17:36
1184286,2/1/2020 17:37
1155313,2/1/2020 17:38
1184286,2/1/2020 17:38
1180099,2/1/2020 17:39
714440,2/1/2020 17:41
1188635,2/1/2020 17:42
1115616,2/1/2020 17:42
821019,2/1/2020 17:42
1185693,2/1/2020 17:46
1101572,2/1/2020 17:46
1170234,2/1/2020 17:47
821019,2/1/2020 17:48
983343,2/1/2020 17:49
1181720,2/1/2020 17:49
1180233,2/1/2020 17:49
1170234,2/1/2020 17:50
1184286,2/1/2020 17:52
1083408,2/1/2020 17:53
937633,2/1/2020 17:55
821019,2/1/2020 17:56
1192092,2/1/2020 17:56
1115616,2/1/2020 17:57
1138828,2/1/2020 17:59
1191202,2/1/2020 18:00
900051,2/1/2020 18:01
900051,2/1/2020 18:01
900051,2/1/2020 18:01
1177837,2/1/2020 18:06
1101655,2/1/2020 18:07
1161642,2/1/2020 18:09
1170234,2/1/2020 18:10
1096944,2/1/2020 18:11
1096944,2/1/2020 18:11
1192571,2/1/2020 18:12
1191025,2/1/2020 18:13
1187350,2/1/2020 18:14
1192571,2/1/2020 18:14
1144845,2/1/2020 18:14
1192571,2/1/2020 18:15
1185761,2/1/2020 18:15
821019,2/1/2020 18:16
1165795,2/1/2020 18:17
851355,2/1/2020 18:17
1177818,2/1/2020 18:19
1190503,2/1/2020 18:19
816086,2/1/2020 18:19
103173,2/1/2020 18:20
1180233,2/1/2020 18:20
1140220,2/1/2020 18:21
1171880,2/1/2020 18:22
897076,2/1/2020 18:22
1122817,2/1/2020 18:22
1185728,2/1/2020 18:24
1165795,2/1/2020 18:25
1181532,2/1/2020 18:25
435145,2/1/2020 18:25
1088279,2/1/2020 18:26
1060090,2/1/2020 18:26
1192558,2/1/2020 18:27
980233,2/1/2020 18:27
1121230,2/1/2020 18:28
1192571,2/1/2020 18:30
1171880,2/1/2020 18:30
1056024,2/1/2020 18:30
963494,2/1/2020 18:31
707694,2/1/2020 18:31
625516,2/1/2020 18:32
667756,2/1/2020 18:34
1086670,2/1/2020 18:36
940784,2/1/2020 18:36
940784,2/1/2020 18:36
172314,2/1/2020 18:36
1170234,2/1/2020 18:37
1098153,2/1/2020 18:38
1191460,2/1/2020 18:38
639812,2/1/2020 18:39
1170234,2/1/2020 18:39
1119190,2/1/2020 18:42
1192492,2/1/2020 18:42
1190899,2/1/2020 18:42
876471,2/1/2020 18:43
1088279,2/1/2020 18:44
1192597,2/1/2020 18:44
1191770,2/1/2020 18:46
979446,2/1/2020 18:48
1171644,2/1/2020 18:51
1163145,2/1/2020 18:51
1192610,2/1/2020 18:53
1119190,2/1/2020 18:54
375070,2/1/2020 18:55
375070,2/1/2020 18:55
1192605,2/1/2020 18:56
679707,2/1/2020 18:59
766134,2/1/2020 18:59
255867,2/1/2020 19:00
1161684,2/1/2020 19:01
679707,2/1/2020 19:01
594716,2/1/2020 19:01
1181350,2/1/2020 19:02
1161125,2/1/2020 19:05
1161125,2/1/2020 19:05
1161125,2/1/2020 19:05
1168103,2/1/2020 19:05
1168103,2/1/2020 19:05
1168103,2/1/2020 19:05
1168103,2/1/2020 19:05
1168103,2/1/2020 19:05
1168103,2/1/2020 19:05
1168103,2/1/2020 19:05
637910,2/1/2020 19:05
936484,2/1/2020 19:05
154415,2/1/2020 19:06
207655,2/1/2020 19:06
1191495,2/1/2020 19:08
1190762,2/1/2020 19:09
845558,2/1/2020 19:09
1174325,2/1/2020 19:11
1190622,2/1/2020 19:11
1179446,2/1/2020 19:14
1192526,2/1/2020 19:17
1192526,2/1/2020 19:17
1192526,2/1/2020 19:17
1192526,2/1/2020 19:17
1192526,2/1/2020 19:17
1192526,2/1/2020 19:17
1192526,2/1/2020 19:17
1192526,2/1/2020 19:17
1192526,2/1/2020 19:17
1192526,2/1/2020 19:17
1191579,2/1/2020 19:18
482990,2/1/2020 19:18
1136516,2/1/2020 19:20
584551,2/1/2020 19:20
766090,2/1/2020 19:21
1060813,2/1/2020 19:23
1039346,2/1/2020 19:24
1028135,2/1/2020 19:25
1028135,2/1/2020 19:25
1192623,2/1/2020 19:25
762523,2/1/2020 19:27
273520,2/1/2020 19:27
506378,2/1/2020 19:28
1189563,2/1/2020 19:29
742821,2/1/2020 19:30
1174325,2/1/2020 19:30
1185836,2/1/2020 19:33
1077714,2/1/2020 19:33
1077714,2/1/2020 19:33
1077714,2/1/2020 19:33
1077714,2/1/2020 19:33
1077714,2/1/2020 19:33
1184548,2/1/2020 19:34
1192162,2/1/2020 19:34
1192162,2/1/2020 19:34
1177631,2/1/2020 19:35
1120601,2/1/2020 19:36
1120601,2/1/2020 19:36
1181472,2/1/2020 19:36
1181472,2/1/2020 19:36
1181472,2/1/2020 19:36
1181472,2/1/2020 19:36
1181472,2/1/2020 19:36
1181472,2/1/2020 19:36
1181472,2/1/2020 19:36
1181472,2/1/2020 19:36
1181472,2/1/2020 19:36
1095980,2/1/2020 19:37
1089148,2/1/2020 19:37
1068431,2/1/2020 19:38
1137239,2/1/2020 19:39
1192647,2/1/2020 19:40
1185836,2/1/2020 19:40
945936,2/1/2020 19:41
1192671,2/1/2020 19:44
820433,2/1/2020 19:46
856080,2/1/2020 19:48
1084248,2/1/2020 19:49
1164693,2/1/2020 19:50
1192684,2/1/2020 19:51
1192627,2/1/2020 19:52
1192627,2/1/2020 19:52
1192627,2/1/2020 19:52
1192627,2/1/2020 19:52
1192627,2/1/2020 19:52
1192627,2/1/2020 19:52
1192683,2/1/2020 19:52
947336,2/1/2020 19:52
1184548,2/1/2020 19:53
1184548,2/1/2020 19:53
1157205,2/1/2020 19:53
1192647,2/1/2020 19:55
601425,2/1/2020 19:57
947336,2/1/2020 19:57
1120525,2/1/2020 19:57
882397,2/1/2020 19:58
1190265,2/1/2020 19:59
1190265,2/1/2020 19:59
1122817,2/1/2020 19:59
25552,2/1/2020 20:02
740686,2/1/2020 20:02
1192663,2/1/2020 20:02
212588,2/1/2020 20:05
212588,2/1/2020 20:05
401807,2/1/2020 20:05
